id,name,rank,year_published,num_user_ratings
MDIpwFL3g7,Talking Trivia,9999999,1984,0
u4Mzbz26da,Hobble-de-hoy!,9999999,1984,0
Qz23FLMUx9,Photo Trivia: Potpourri Game,9999999,1984,0
48KOzzFN7m,The Last Starfighter: Tunnel Chase,9999999,1984,1
mT8zXx1bXC,Word of Mouth,9999999,1984,0
gwglRpvYGY,Hämä hämä häkki,9999999,1984,0
IBXweWOxHB,Pilgrim: A Game of Christian Challenge and Progress,9999999,1984,0
HG0crCaNiA,Tutankhamon (en busca de la civilización),9999999,1984,0
gJb6SIAU3l,Peter the Great,9999999,1983,0
3OAECDY9XC,Professor Quizzle's Quiz Wizard Trivia,9999999,1984,0
oU15v3Lb3v,HACK'N'SLASH,9999999,1984,0
zfmQb1yCjm,Quindo,9999999,1984,0
qZn16AX6AF,Definitions,9999999,1984,0
ljpoYaA39q,Mi agente en Berlín,9999999,1984,0
DCo2e2LVms,Nuke: The Last Game on Earth,9999999,1984,0
IuCbKrh3C5,Cat's-Paw,9999999,1984,0
qAwjTtbPxF,Cold War,9999999,1984,1
BXy5sm3z49,When a Star Falls,9999999,1984,0
gOOi7EFZWO,Glass Plate Game,9999999,1984,0
QR4EXsW9sw,The Arms of Nargash-Tor,9999999,1984,0
uoVI8c8zrQ,Marvel Super Heroes Role-Playing Game,9999999,1984,0
4NiFn8W1gD,Larry Niven's Ringworld,9999999,1984,0
r5OQme7OM9,Ghost of Lion Castle,9999999,1984,1
NL7ceM3ET7,Ascent to Anekthor,9999999,1984,1
h6uwnutpJM,Combat Shield and Mini-adventure,9999999,1984,0
GrANi2ZshS,"Boots & Saddles, An Assault Series Module",9999999,1984,2
v8yNmZhA7n,The Witch's Cauldron,9999999,1984,0
VmlCMmDM1O,The Worlds of Boris Vallejo,9999999,1984,0
Hp2aBbvH2i,The Lonely Mountain,9999999,1984,0
QQ65CblLrO,The Orion Ruse,9999999,1984,0
hqcAMJD72B,Arbora,9999999,1984,1
8ecA6Fal9G,Secret of the Ancients,9999999,1984,0
1hChAxchtz,The Forest Oracle,9999999,1984,0
O1koOTOa9y,Drums on Fire Mountain,9999999,1984,0
E9Dd9VcDUm,The Third World War,9999999,1984,2
DMiZwM4wb1,Total Depth,9999999,1984,0
KB47PRHT21,Trail of Tsathogghua,9999999,1984,0
z1Ktexzhmn,Struggle For The Throne: Star Trek III,9999999,1984,0
knz8sQ1WMM,Mormon Sports Trivia,9999999,1983,0
Q7pKHDcUsh,Metagon,9999999,1983,0
zA9rznNzUA,Ecco i puffi !,9999999,1983,0
byojqRtDJT,La Guerra de Secesión,9999999,1983,0
GtAUHSNTzC,The America's Cup Game,9999999,1983,0
lEL2m4QMTU,Rubik's Brain Game,9999999,1983,0
eGaPgKjoHZ,The Great Black Swamp,9999999,1983,0
IHpGKictin,Mitch,9999999,1983,0
vbKzHRwRob,Mordenkainen's Fantastic Adventure,9999999,1984,0
KRMQgG1sJ5,Draft Choice: Choix Au Repechage,9999999,1983,0
zlvWMCKZhw,Mohawk,9999999,1983,0
dTPyHTzXKQ,I Wanna be President,9999999,1983,0
GSFpXmWA3X,Die Kette von Saba,9999999,1984,0
5A84F2YRxH,Le Gang des Traction-Avant,9999999,1984,0
EvZrlqOC8x,Harun,9999999,1984,0
DxY11oEXnZ,Pirate Island,9999999,1984,0
NLr3CJPf14,The War Rafts of Kron,9999999,1984,1
vrTXWCDqxV,Crossbows and Catapults Battling Giants: Cyclops and Minotaur,9999999,1984,0
SDuO0uhIkH,Das Feuerrote Teufelchen,9999999,1983,0
RuiwqpNQ4F,Ascension,9999999,1982,0
rd6DFs90Ex,The Desert Environment,9999999,1984,1
VO2LBqf60U,Panzer Command,9999999,1984,0
j4lLGKhaTV,Trivial Pursuit: Genus II,9999999,1984,1
DyeY5AcTnF,Bounce It In,9999999,1984,3
omFiamXWmC,VFR Pilot Game,9999999,1984,1
YE6svwNNqi,Ultimate College Basketball,9999999,1984,0
LnKJJO5B2y,Quest for the Dungeonmaster,9999999,1984,0
hgHOTkq39i,Final Challenge,9999999,1984,0
N77wl1kOrY,Lost Worlds Adventure Set I: In the Ruins of the Ancients,9999999,1984,0
GQ7xsKOSq2,Carambole,9999999,1983,0
QJKgo1TzPD,Tutankham,9999999,1983,0
O7NSmAzbKW,Banzai,9999999,1984,4
Z1FoKfTAOL,Wandering Words!,9999999,1984,0
Nk0lg4E2UP,Word Quest,9999999,1984,1
u0GOxsbFet,Dungeons & Dragons Set 3: Companion Rules,9999999,1984,1
l0aJL9B4JE,Dragonriders of Pern: The Book Game,9999999,1984,1
wzGyGXyPhB,Ranger,9999999,1984,0
Xyxad6oYlP,"Druid: Boudicca's Rebellion, 61 A.D.",9999999,1984,0
xpDsK5hxNF,"Car Wars Expansion Set #6, The AADA Vehicle Guide Counters",9999999,1984,0
uQZcrOmHov,Dune: Spice Harvest,9999999,1984,3
oPmtJh3m5z,Tactique,9999999,1984,0
i9FT1DPcEL,Hut ab!,9999999,1984,1
DkWcAqWekE,I.Q. 2000,9999999,1984,2
qTWGu0HGLl,"Car Wars Expansion Set #5, Double Arena",9999999,1984,0
tiUEXb0Eei,Lathan's Gold,9999999,1984,0
ZnxNJcP9js,Wanted: Adventurers,9999999,1984,1
C4gJqtyIuK,Hammer's Slammers,9999999,1984,1
EeJ43mvGfI,Quagmire!,9999999,1984,0
9LU53dyq33,Test of the Warlords,9999999,1984,0
hT84IxB19M,Made for Trade,9999999,1984,1
xMPReHMXMR,Libero,9999999,1984,0
V3J1VObSNn,Blade of Vengeance,9999999,1984,0
nrm7gdFUaH,Strata 5,9999999,1984,0
F0nyrKjKb8,Superflash,9999999,1983,0
BkWSOPUhRJ,Twilight: 2000,9999999,1984,0
pjKCBRMx2t,Petrodolar,9999999,1984,3
HG2Ki7aPsB,Dune: The Duel,9999999,1984,3
ZzfSSrjIMq,Metropolis,9999999,1984,1
ppKf8ejCcD,Superstar Pro Wrestling Game,9999999,1984,1
5zdXqAqNYw,The AADA Vehicle Guide,9999999,1984,2
SorExJXD9G,Spaced Out,9999999,1984,0
eWJtfNH5FW,Middle-earth Role Playing Box Set (1st Edition),9999999,1984,0
i577Fs45dw,Star Games with a Space Adventure,9999999,1978,0
9FvLHP8KmU,Wimpy: Where are my Hamburgers? Thimble Theater Game,9999999,1965,0
YX4PU4BA9D,Walt Disney Safety Game,9999999,1965,0
OZdyMsYeIQ,Fireball Island,9999999,1986,11
IyUoyS75Is,Schloßgeheimnis,9999999,1986,0
o633jUtyBa,Regentropfenspiel,9999999,1986,0
3dR4SWHGHg,Goju,9999999,1985,0
Z1vp6OLZSI,The Wine Connoisseur,9999999,1986,0
h1IJXdoBJ7,Germania: Drusus' Campaigns 12-9 BC,9999999,1986,0
Noa54vpSCt,Sesame Street Games for Growing: Alphabet,9999999,1986,0
4oM26Pa6eh,Dornröschendame,9999999,1986,0
cQTAPqceCl,Aera,9999999,1986,0
Fc3JTQHwDf,L'Enclos,9999999,1986,0
wE8iKa9qkT,"Minz, Maunz und Bello",9999999,1986,0
k9xJOUekba,Semantic,9999999,1986,0
9mY3FS6rFx,Emperor's Challenge,9999999,1986,1
40G846BvTh,Princess Ryan's Space Marines,9999999,1986,0
DgFsBnmlbp,Hi-Spy,9999999,1986,0
XMUGzSFt27,Horse Maneuver,9999999,1986,0
BbHDp3PT1o,International Hostage,9999999,1986,0
x6LknwtxOB,Blood Bowl,9999999,1986,3
Q6bvJQ15fU,The Secret of the Bitter Sweets,9999999,1986,0
lcRpPrvXjy,Reinforcements: New U.S. and Soviet Units for Assault,9999999,1985,0
AOTT3WtF5Y,Battle of Britain,9999999,1985,1
60vXNIF9u5,Oh Scrud!,9999999,1986,0
UytIZXJZmk,Perception: The Ultimate Word Game,9999999,1986,0
FjPpeJDlFN,Jerusalem Bus Stop,9999999,1986,0
4muy8ScQpH,Domination,9999999,1986,0
JKUJU30yFB,Ancients,9999999,1986,2
qlK6ONqbSS,Outburst!,9999999,1986,11
utL7CHsQb2,Max,9999999,1986,1
rmPztL6eS3,Fortress America,9999999,1986,14
Afwpi0aRTt,Britannia (Board Game),9999999,1986,14
8FDesNoWoX,Kremlin,9999999,1986,11
s2RL0mR7cQ,Evolution,9999999,1986,0
JBIpxe0uj0,Kings And Things,9999999,1986,7
VQd4Pjb1YY,Armada,9999999,1986,2
zEIdYxreII,"MacArthur: The Road to Bataan, Dec 1941 - Jan 1942",9999999,1985,0
roSXVL77wZ,Wyatt Earp,9999999,1985,0
3umBSaXzl4,Dallas,9999999,1985,0
ppIZMRA2A0,Lingo,9999999,1985,0
ErSaRuIb3t,Car Wars Deluxe Road Sections Set 1: Starter Set,9999999,1985,0
tuYWc7aBCH,The Million Dollar Bank Game,9999999,1986,0
cqOK4tm10J,TronQuest,9999999,1986,0
SIhEzS4JiX,Mestarietsivä Basil Hiiri,9999999,1986,0
QGnyyZIvNX,Rolemaster Companion,9999999,1986,0
lbkiSDp8td,Drachenfels,9999999,1986,0
4wNrywXpYR,Turmbau zu Babel,9999999,1986,0
4izYWs9NnX,Swoggle,9999999,1986,2
3ANGVXkDSz,Eastern Front Solitaire,9999999,1986,1
uKw6YGoBOG,Napoleon and the Archduke Charles: The Battle of Aspern-Essling,9999999,1986,0
UNEMb12WLV,Listening to Nature,9999999,1986,0
qAJSFhkDzC,Der Räuber Hotzenplotz,9999999,1986,0
GbYBTKwVZX,Affluence,9999999,1986,0
H14bcUFy3o,An Evening of Murder: The Eternal Cruise,9999999,1986,0
kcbb1fKqPo,"Knights of Justice: The Siege of Malta, 1565",9999999,1986,0
fzNTjhXWSC,An Evening of Murder: Flight 013,9999999,1986,0
wU9IDZtO3B,Agatha Christie: Behind the Screen,9999999,1986,1
ImOQ747CEO,Flight Leader,9999999,1986,4
wf7YDEJ4uT,"Knights of Justice: The Siege of Malta, 1565",9999999,1986,1
LgE8CNk9zf,Seaside Frolics,9999999,1986,0
LIwCbA2PpW,Crime Busters,9999999,1986,1
moBA0mRiWa,Wilderness Survival Guide,9999999,1986,1
FEnXtJUR2Y,The VCR Quarterback Game,9999999,1986,0
FZQoPvXeIC,Sneaky Pete,9999999,1986,0
5bWNqexcvC,Pleasant Hill: The Red River Campaign,9999999,1986,0
22z6fpDABq,Maneuvering,9999999,1986,0
ztqzOE5FHp,Greetings From the Grave,9999999,1986,0
MaUzWLwZz4,Loto Sumol,9999999,1986,0
5ttL0yLYe7,Entweder-oder,9999999,1986,0
xQCSWStbSG,Schummeltier,9999999,1986,0
DuUyxvGKjd,Round Four,9999999,1986,1
u3UfXyLbnp,How to Host a Murder: Hoo Hung Woo,9999999,1986,0
Hr9JCkdevZ,B.S.: The Game of Being Sneaky,9999999,1986,0
hnSv1QiS1c,Murder Mystery Party: Murder on Misty Island,9999999,1986,0
kVE54ABsdl,Scrabble Rebus,9999999,1986,0
Io8iFByNsQ,Grand Master,9999999,1986,0
aSPodwWdyg,Clash,9999999,1986,0
HB7wNdboO5,Murder Mystery Party: Revenge of Konan Castle,9999999,1986,0
6iQArRcUaU,How to Host a Murder: A Matter of Faxe,9999999,1986,0
tXne3Ygwow,The Emperor Returns,9999999,1986,0
4uoULZm55m,Spy vs Spy,9999999,1986,0
U3Jd4nJK2y,Willi Wacker,9999999,1986,0
V17JLauYGk,Scrabble Brand Turntiles,9999999,1986,0
Qwlm3KYeEx,Doorways to Horror,9999999,1986,0
XqpnjasqDQ,Against the Reich,9999999,1986,1
bFC6zIJeqW,Questival,9999999,1986,0
BRddQq6IEG,W Cieniu Saturna,9999999,1986,0
kfRGx1TRVH,Fantasia,9999999,1982,0
H58pzstPcY,Sea Power,9999999,1982,0
jKa0vF00Om,Winecellar,9999999,1982,0
h7YkPjs6m5,Little Round Top,9999999,1982,1
bAzws6epn5,Mastergame,9999999,1982,0
Qqpg0qvjSM,X-3: Jeu de Dés Tri-Directionnel,9999999,1982,0
PdBkTxk5Zy,Master,9999999,1982,0
lbT90ciGaY,Special Forces: Modern Infantry Skirmish Rules,9999999,1982,0
qHk9VBmERU,Falklands or Malvinas,9999999,1982,0
VRjgq6T3IZ,Quadrot,9999999,1982,0
EwR5Ylciug,Rubik's Game,9999999,1982,0
PnHAbPo4uk,Curtatone Montanara,9999999,1982,0
MSnHruTUOA,Diktator,9999999,1982,0
asy45LNcKY,Clip-on,9999999,1982,0
m0mbopZTWG,Verbosus,9999999,1982,0
a887wCaAhp,Trafalgar,9999999,1982,0
aqhrW2fga9,Gibraltar,9999999,1982,0
1D7VFNXsvL,Think Links,9999999,1982,0
W9w8Hia2VY,HAZARD,9999999,1982,0
pYaXqdxrPF,Xabungle the Walker Machine,9999999,1982,0
0YJ0JUh1g5,Pantomimik,9999999,1982,0
BCdMINavMO,AAARGH!!,9999999,1982,0
YR5DAjN64x,Struggle,9999999,1982,0
2SrADnQHfn,Mardi Gras,9999999,1982,0
HFowQxYcmA,Millionær,9999999,1982,0
HvaEpxlRGc,The Falklands War,9999999,1982,0
k4ZxiSSaLu,Oméga,9999999,1982,0
PGHtAofpcD,Yamato: The Game of Fleet Battle in the Pacific Ocean,9999999,1982,0
vFp6Ajdf0W,La incógnita,9999999,1982,0
kLGRlF7CGa,It's a Cinch,9999999,1982,0
XEF8o43WJp,ASA Championship Softball,9999999,1982,0
jsby2hzvVL,Formula 1 vauhtipeli,9999999,1982,0
c8vlZAxu41,A Cut Above,9999999,1982,0
CLYcZdJfxP,All About Town: Indianapolis,9999999,1982,0
YJ38SBIrtf,Mots Croisés Nathan,9999999,1982,0
JCVBBZ4Ztj,The Curling Game,9999999,1982,0
m8lN4oDAbU,Trip 50,9999999,1982,0
uUa5R2IjKe,Star Siege,9999999,1982,0
uvVtRdRRD3,"Lorraine '44: Liberez Metz, Thionville, Chateau Salins",9999999,1982,0
PzlD5VSY7O,Imperial Infantry Squad,9999999,1982,0
BEp9lOrTpd,Das Deutsche Tierschutzspiel,9999999,1982,0
gQtNuq6mxJ,Grabbin Dragons,9999999,1982,0
qMZRIraJLB,CraCa,9999999,1986,0
M6OqYKt62K,Sanctuaries,9999999,1986,0
BwdJFSOGPI,Ich sage...,9999999,1986,0
Q9ehTIcQsy,Dragon Buster,9999999,1986,0
EbZ91nrJZz,Das Agenten-Comptoir,9999999,1986,0
NS0MkfCDAr,Wall Street,9999999,1986,0
Ip2uH5HPRP,Personality Probe...?,9999999,1986,0
RkxSxEl22s,Generations,9999999,1986,0
qc4q8GA2gL,L-Gaim Mark II: Sveet,9999999,1986,0
VaUho4FKH7,High Ground,9999999,1986,0
xFHfXGkPRG,Educated Guess,9999999,1986,0
kY9SladsZR,Armored Trooper Votoms: Red Shoulder,9999999,1986,0
cFN9Sv0Wr8,Dragoon vs. Hussar,9999999,1986,0
AcsZxOu8mJ,Leopard II,9999999,1986,0
xKynUuDui4,St-Lô,9999999,1986,0
yCJK7zI3jw,Triad,9999999,1986,0
aaMXmrAYIA,"Charlie Company: Infantry Combat in Vietnam, 1965-1972",9999999,1986,0
hEK5Jzolt6,Stress Strategies,9999999,1986,0
HorhyN7SZu,"Schere, Stein, Papier",9999999,1986,0
wfHYRNd2Zx,Urusei Yatsura: Scramble!,9999999,1986,0
b5mMG2mV56,Triangulo Continuo,9999999,1986,0
2lRFkurjqN,The Loving Game,9999999,1985,0
N5Fqc8Unre,California Wine Quiz,9999999,1985,0
3sKvfFI2Pv,Shuttle Command,9999999,1985,0
rCid4hJ3Tp,VCR Hockey Night in Canada,9999999,1986,0
1jlJgAVAmR,A Deadly Game of Klew,9999999,1986,0
pMkDBxETRY,WM Superspiel Mexico 86,9999999,1986,0
vDFy2dnkgc,Partyzone: Knave of Hearts,9999999,1986,0
nSVaUMwqj3,The Glass Bead Game,9999999,1986,0
j47LKmCgku,Boerderij Spel,9999999,1986,0
SjkxjuLKbY,Duel in the Desert: Rommel's Campaign in North Africa,9999999,1986,0
L6Kck863Eu,Rio Ranchos,9999999,1986,0
E8nPjOXpT9,Hab acht!,9999999,1986,0
4fFjbplRsQ,Star-Struck,9999999,1986,0
iMqHmkYIgw,Boating Trivia,9999999,1986,0
nQQeQid4nA,Naturstig,9999999,1986,0
0DxfWualjh,Iuvo,9999999,1986,0
kraThNZb60,Russian Campaign II,9999999,1986,0
8Jcwl4w7tH,Clash of Empires: The Battle for France 1914,9999999,1986,0
3FUt58c2z8,Command Decision,9999999,1986,1
PuugQH4iq5,Blade Runner,9999999,1982,0
Pp6GTrgBk4,Give Us A Clue,9999999,1986,0
9tOqTbCj2o,E-Z Run,9999999,1986,0
g7zoCSEcVS,Tarzan,9999999,1984,0
DJqwrywU0X,A Power Struggle,9999999,1984,0
yAbBWASaRj,Space Go,9999999,1984,0
GXJhBzti5I,Family Derby,9999999,1984,0
OhlMKOUq7i,Triplexity,9999999,1984,0
dQkmKRWfl2,Laura-2,9999999,1984,0
CxHhjRZcXs,Stun,9999999,1986,1
RAwJ8BCGBT,Princess,9999999,1986,0
ONccjW24Pi,Tangram Duett,9999999,1986,0
vdNaHA3M0l,Waffling,9999999,1986,0
44VESv3W2h,Baffles: Intriguing Game of Words,9999999,1986,0
NdzIeNaIcm,Superpower,9999999,1986,1
qSr3Jbvrna,Jitters,9999999,1986,1
fHFssPpFso,RAF,9999999,1986,0
ZmBZebajNb,Twilight Calling,9999999,1986,0
6ciVFEF3nk,Saga of the Shadow Lord,9999999,1986,0
fu8CgFqY02,Dungeoneer's Survival Guide,9999999,1986,1
CFqLSTkQky,ZOOT,9999999,1984,0
dkX15pqTPC,The ElfQuest Boardgame,9999999,1986,1
gGVwM0UuH5,Age of Sail,9999999,1984,0
1q3Ftot7JN,Third Great War,9999999,1984,0
EG92mU0YrO,BattleTech: AeroTech,9999999,1986,1
yfQSmBSGTp,Queen of the Spiders,9999999,1986,0
I9d1PEVLF8,Cannae,9999999,1986,0
j2fKgyAbdO,Temple of the Frog,9999999,1986,0
mYW8Tqkjlr,Noah's Ark,9999999,1986,0
YRjHUeTcrm,Smarten-Up,9999999,1986,0
VtemuRszA2,Doolittle & Waite,9999999,1986,0
GyucpVeZrr,Sniper! (second edition),9999999,1986,0
sltU1a5Orw,Doorways to Adventure,9999999,1986,1
3GBEHzt4jQ,Dragons of Glory,9999999,1986,1
E8nkxDZDHe,Wabbit's Wevenge,9999999,1986,2
cCJZAzQnJR,Alpha Cards: The Game of Games,9999999,1985,0
XN9PHVcw0E,"La Segunda Guerra Mundial 2ªParte, Frente del Pacífico",9999999,1985,0
6Kf8D7KnqF,Gioco del ponte,9999999,1985,0
Aq2FCVsMmJ,Clash of Empires,9999999,1984,0
f1OXkYcRan,Black Quest,9999999,1984,0
eAxfsEDcCf,The Warlock of Firetop Mountain,9999999,1986,2
OIMpVyq2IG,I Got It!,9999999,1984,0
hGCBBymSaL,"Remember the Maine!: The Spanish-American War, 1898",9999999,1986,0
zQtO1JkKqq,Dune Variant Cards,9999999,1986,0
uF6az7DFwS,Sale of the Century Quizzard,9999999,1986,0
q3X6v1HHrd,Centurion,9999999,1985,0
qCKJg3QkFG,Warfare,9999999,1985,0
Q8zeoIkc6I,Complica,9999999,1985,0
jUFcrlxlAq,Dingo,9999999,1985,0
M6LFJt6yX1,Mundialito,9999999,1985,0
FwxUffzwAN,Formel 1 Nürburgring,9999999,1985,0
6vioYw34jZ,Tipsy Tower,9999999,1985,1
hI2t6CcZ78,Voltron: Defender of the Universe,9999999,1985,0
LRYFCFnvXB,Tales of the Black Widow Company,9999999,1985,0
obMns8SSsJ,BattleTech: Reinforcements,9999999,1985,0
RwOg8HprLx,The Three Stooges VCR Game,9999999,1986,0
jTCUPmaM9s,Go For It!,9999999,1986,1
jsZrsFwzk4,James Clavell's Whirlwind,9999999,1986,0
UwKHCWIoiy,Duo,9999999,1986,1
TrJDLqTmnx,TRIUMPH,9999999,1986,0
u7M2lfjFzt,ChickenFoot,9999999,1986,0
Llx7x461uE,Night falls in Palermo,9999999,1986,0
lpCWyKpoAZ,Lucky 13,9999999,1985,0
viYbmsOSt6,Campus,9999999,1985,0
6Mv0tKl22y,Try-Angles,9999999,1985,0
DWjeMzWnbG,Railway Rivals Map SP: Spain,9999999,1985,0
rlGBEKq1CD,The Quest of the Philosopher's Stone,9999999,1986,2
ohPuq6FduP,Mickey Mouse Spin-A-Round,9999999,1986,0
oGkAGbuvjI,Kage,9999999,1986,0
DVcA2hIEkG,Fishin' Time,9999999,1986,0
eDvrr0V1xH,Giant Dice,9999999,1986,0
7UlLAEsD9M,"The $1,000,000 Chance of a Lifetime Game",9999999,1986,0
2SzDXz1SBA,Police 07,9999999,1986,1
QOZeJLC9I0,Shanghai Trader,9999999,1986,0
Y0C9YfV0Aj,Super Cluedo Challenge,9999999,1986,0
Ed4dZ0jD3n,The Tree of Life,9999999,1986,0
fCQiMgXHMK,Ultimatum,9999999,1985,0
8q79XRQ67q,Musketeers,9999999,1985,0
A8HAw8pVRv,Julius Caesar,9999999,1985,0
itPmIAWWA9,Trivial Pursuit: Young Players Edition Card Set,9999999,1985,0
w1WMazAiYC,Cross Chess,9999999,1985,0
RkBozPq08q,Tricorne,9999999,1985,0
7ki4O5aiTG,Orient Express,9999999,1985,1
ciHRUBXLnQ,Trade Raiders,9999999,1985,0
DBHGv3rc95,The Immortal Storm,9999999,1986,0
gNfVHcLYSP,Air & Armor,9999999,1986,1
idV9LZ2wjz,Sauerbaum,9999999,1986,0
mPEZ5860EF,The Flea Market Game,9999999,1986,0
P9pODP3tll,Die Schwarzwaldklinik,9999999,1986,0
C5n9ZpLlJe,Asterix to the Rescue,9999999,1986,0
KmwV8Z5XJz,NFL Football Trivia Game,9999999,1986,0
GQMH4yIAnW,Cashword,9999999,1986,0
dSLvP1JF94,Nessie Hunt,9999999,1986,0
0ondge0z2p,Transformers Scramble City,9999999,1986,0
zoao1RsYN4,21 Freeze Out,9999999,1986,0
hqYgQ8rSPb,The Mines of Bloodstone,9999999,1986,0
w7vXLzQcfg,G.I. Joe Live The Adventure,9999999,1986,0
G0GBnOGsG9,Ravenloft II: The House on Gryphon Hill,9999999,1986,0
zMirNVzlhq,Dungeons & Dragons Set 5: Immortals Rules,9999999,1986,1
awmnmvrgsK,The Real Ghostbusters Game,9999999,1986,0
MWa5BySFeF,Purdueopoly,9999999,1986,1
XduAxPGFgV,Jem Rock n Romance Game,9999999,1986,0
yjsTfCom5Q,The Transformers Game,9999999,1986,0
oPDzNtX7FI,Armored Trooper Votoms: Civil War,9999999,1986,0
boxibjVSGc,Crime Solvers,9999999,1986,2
huADFy6XyC,"Critical Hit! - Volume 5, No. 2",9999999,1998,0
aS5qHTMPqI,Throw 'n Go Jenga,9999999,1986,1
eDdYCYLAGL,Flash Match VCR Jr.,9999999,1986,0
qdrPZbHUGA,Modular Maze Game,9999999,1986,0
MCpoLfGv7s,Metric Mile,9999999,1986,0
7JpVzyWoyb,Devil's Triangle,9999999,1986,1
v8xObAhv9x,Seaside Frolics,9999999,1986,0
elCwqLPh93,Flux,9999999,1986,3
Fsb9E0B4Dv,Frog Rally,9999999,1986,0
CfwBuAp2y6,Road Hogs,9999999,1986,0
mOGhxsR5H7,Mystic Castle,9999999,1986,0
W2MnXkY26E,Centurions: Jake Rockwell's Battle to Stop Dr. Terror Game,9999999,1986,0
Dp1qr5VCFy,Dictionary Dabble,9999999,1986,0
gE3D4F7R68,Trivia of Tulsa,9999999,1986,0
53YWhL69Ou,Eastern Front Tank Leader,9999999,1986,1
TuSjoWo28j,I.Q. Derby,9999999,1986,0
IVU45yUAzN,Capital Adventure,9999999,1986,0
Q0FaqXDK0s,Disney's Cartoon Classics,9999999,1986,0
CAu6RVX6QE,Ma non i coperchi,9999999,1986,0
7PL89GlUoH,Top Gun,9999999,1986,1
BlCo87j2hr,La Batalla de las Ardenas,9999999,1986,0
ARDCDYmWaw,Piremid,9999999,1986,0
lA8EtWwisI,"""In Pursuit of Par"" Par 72 Edition",9999999,1986,0
ft0tvf2eTY,The Sailor's Game,9999999,1986,0
gz6yHXtawx,Flash Match,9999999,1986,1
TVD4MVl9e0,Grade Up to Elite Cow,9999999,1986,0
tZ59WbyB58,The Book of Lairs (AD&D 1E),9999999,1986,0
4LSDa3Zn17,Battle for Moscow (first edition),9999999,1986,4
t0BCMBxIrl,Ellery Queen's Mystery Magazine Game,9999999,1986,0
HgSlmoAZ04,Dueltrack: A Car Wars Deluxe Supplement,9999999,1986,0
rNB5V50lSt,Jumping to Conclusions,9999999,1986,0
6c46YLQlju,Logomaus,9999999,1986,0
UyDPBA4Kd1,The Ultimate Powers Book,9999999,1986,0
PncAop2pWH,Das Blaue Amulett,9999999,1986,0
1WhoIV6CKM,The Hamsters,9999999,1986,0
RPGH37TH1D,Persian Gulf: Battle for the Middle East,9999999,1986,2
KBVS3NwnyC,Aegean Strike,9999999,1986,2
Xh44NljuT3,Time Vectors,9999999,1986,0
VKDgy39AA1,Malawi,9999999,1986,0
MJIR5Nrfnr,Where in the World?,9999999,1986,0
RBC3gGxu7h,Pig Pong,9999999,1986,0
HDaMaTzyCa,S.P.I.V.'s,9999999,1986,0
YqHO3YR9aQ,Sponsor,9999999,1986,0
pABjBRMvuT,The Honeymooners Game,9999999,1986,0
A42oIf7z5V,World 7,9999999,1986,0
GLcAEmWZo8,Fibber,9999999,1986,0
yQ2yKM9k1A,Plateau,9999999,1986,0
XofCsOK28A,Ammoniten-Rennen,9999999,1986,0
wbZPw21Owk,Glory Road: The First Battle of Bull Run,9999999,1986,0
SLOwFA5J5l,Sceptre 1027 A.D.,9999999,1986,0
UvogmcmU97,Leros 1943,9999999,1986,0
RleRgepBn9,Histamiini-peli,9999999,1986,0
PcdzMdwD6h,Thunder Road,9999999,1986,5
LSF113x1j0,Laputa Castle in the Sky,9999999,1986,0
xXRmJHCqjX,Stranded,9999999,1986,0
q22Hhi5LqZ,Night's Dark Terror,9999999,1986,1
CbxDSyUnf2,Talisman: The Adventure,9999999,1986,8
i6IhpYHItX,Battle Hymn,9999999,1986,2
w15LEJMhq5,Paratrooper: ASL Module 2,9999999,1986,2
E0rhrm1MeH,Country Music Challenge,9999999,1986,0
HmQBY9uu30,BattleTech: CityTech,9999999,1986,1
UJGjybC0sl,Vengeance of Alphaks,9999999,1986,0
exBrODw9uq,Ravager of Time,9999999,1986,0
zLMVhvCiHJ,6-Tage Rennen,9999999,1986,2
E09DBQVjZT,Talisman Expansion Set,9999999,1986,7
jTAxWe3Ma8,Monopoly: French,9999999,1982,0
BUBsqL2Zke,Beer and Pretzels Skirmish (BAPS),9999999,1982,0
j2jYY1jHvI,Dioxoid,9999999,1982,0
Omd7nVtGm2,The 19th Hole Classic Golf Card Game,9999999,1982,0
GbKwmuLklN,108th Kentucky Derby,9999999,1982,0
Hlx7kf3vWI,Dangermouse Saves the World,9999999,1982,0
HQDVbLvaAP,All About Minneapolis,9999999,1982,0
Jvy0ATTVGe,Zahlenfuchs,9999999,1982,0
CFYFzyeDk3,Supermind,9999999,1982,0
BKH7XEYEQO,Fort Apache,9999999,1982,0
AcLVDfLWD7,La conquista del West,9999999,1982,0
1T5UWfogia,Meet the Prophets,9999999,1982,0
1lyMDR106N,Picture Bingo,9999999,1982,0
hyGjAFTjot,G.I. Joe Card Game,9999999,1982,0
srzj4Cz8hO,Knight Rider: K.I.T.T. Challenge Card Game,9999999,1982,0
PzhlWyG81A,Journeys Thru Johnstown,9999999,1982,0
spPL2xOezZ,The Hot Wheels Game,9999999,1982,0
0cmGPix4NZ,Krazy Bee Rummy,9999999,1983,0
1CXyLcZDAw,Blueprint,9999999,1983,0
9XEEysgysF,Crossbows and Catapults: Dragon,9999999,1983,0
VrCdPYaEAy,Baller-Ball,9999999,1982,0
44dBNttUPF,Monster Manual II (AD&D 1e),9999999,1983,1
yL3B2Wr6DE,Formula 1 World Champion,9999999,1982,0
