id,name,rank,year_published,num_user_ratings
FjLOpOLGFB,Scre-e-ech!,9999999,1989,0
3vcK5NwqKM,The Siege of Jerusalem (Third Edition),9999999,1989,2
ejPliFJVum,Beutezug,9999999,1989,0
CReh9m8Xws,The Game of Good Cooking,9999999,1989,0
HnyaBPM2I8,Im 7. Himmel,9999999,1989,0
3VrDMaTt1f,All of Me,9999999,1986,0
3fLipwQF6j,Reminiscing: The Game For People Over Thirty,9999999,1989,0
cY13ybeB8a,LifeStories,9999999,1989,1
nzmlLnnFeA,Scrabble Overturn,9999999,1989,2
V86xph9lmp,Star Wars: Battle for Endor,9999999,1989,2
lTobCr8tJo,Favoriten,9999999,1989,0
gPO8UVFm4X,Max.X,9999999,1989,0
uNP8UA47CO,Escape from the Hidden Castle,9999999,1989,8
EsxGgXMFvq,Joakim von Ankas fantastiska affärer,9999999,1989,0
SkGF9pEipy,Race to Riches,9999999,1989,0
mG1HJyHwSX,Talisman (second edition): White Dwarf #115 Cards,9999999,1989,0
PzsbR43SLj,Trivial Pursuit: TV,9999999,1989,0
8YEh4oAp6R,Think Quick,9999999,1989,0
A7QptTE19h,Delfino,9999999,1989,0
KdfRIOmtOl,MTV Remote Control,9999999,1989,1
9TtVAUX7KA,Clever Endeavor,9999999,1989,5
UdPZc5vj6A,Hägar the Horrible's Gløg Game,9999999,1989,0
QfwDeBeuoO,Red Letter,9999999,1989,1
aMSlD1OSAc,Clubhouse Baseball,9999999,1989,0
yNXRkOExsw,Café International,9999999,1989,0
7oJCATIMbG,Liftoff!,9999999,1989,0
Syt8oCxZCq,Edelweiss,9999999,1989,0
MYi2zPDwKD,Flucht aus Mangrovia,9999999,1989,0
uD772S5kms,Mystery Garden,9999999,1989,2
fsz7Gs5EbE,Spectrangle,9999999,1989,0
0kOX0uP1e3,Hi Score,9999999,1986,0
RcT1CKUMcI,Space Cruiser Yamato,9999999,1986,0
FxWeu8fsk2,Memory Match & Move,9999999,1986,0
bGt4v4Kvgs,Friends At Work,9999999,1986,0
bQxyQ7Svkx,Max Backtalk,9999999,1986,0
dHdPA4iJ87,Arkado,9999999,1986,0
GP8AY03vMC,Mech War '90,9999999,1986,0
VkrKKH2dxx,Monster Tank,9999999,1986,0
7e1Z7cegbj,Battle Royal,9999999,1986,0
9901NCbZwT,Castle Quest,9999999,1986,0
qXEWRq5GAL,V-Gate,9999999,1986,0
GqOltBWeld,Lost and Found!,9999999,1986,0
QRb0Hla47t,All Aboard,9999999,1986,0
6k1BCSBmtj,Havoc,9999999,1986,0
d5ILmHiySo,Cavendish,9999999,1986,0
z3wVQhwdUq,Iga versus Koga,9999999,1986,0
4wTSRJsERe,Mind Duel,9999999,1986,0
XT2WSBRZeQ,Launch,9999999,1986,0
ZxdS8t2E8H,O.S.U.opoly,9999999,1986,0
RWPJWiUD8p,U.S.I.Q.,9999999,1986,0
DoFEOJIp9M,A.O.I. (Africa Oriental Italiana),9999999,1986,0
lExxzLaJAC,Krimi Party: Nachtflug in den Tod,9999999,1986,0
AhnviKynqu,Foto Yu,9999999,1986,0
OsnpNTRohJ,Wimbledon,9999999,1986,0
qiH2O5IlRq,Ram,9999999,1986,0
A9BpgwdNXe,Lido,9999999,1986,0
22ctanEXpo,Market Madne$$,9999999,1986,0
i5lX0jSJZ7,Spartacus: The Game,9999999,1986,0
iRbsss7f7q,Oppression,9999999,1986,0
TsCyD1Dt7X,Chutes and Ladders VCR,9999999,1986,0
l3yqhKWfFE,Super 12,9999999,1986,0
FxS3IIHdAI,Response,9999999,1986,0
Rtqd8mZAaF,Geister-Stunde,9999999,1986,0
rGLgvrqTBB,Job,9999999,1986,0
M0Bp7YNGew,Gone Bananas,9999999,1986,0
bmqT9PH2t4,Travel America,9999999,1986,0
nG8pR1Pb1j,Decisions,9999999,1986,0
YgPCaa9Ex4,Price of Freedom,9999999,1986,0
fR65iLcHX1,Mensch Freue Dich,9999999,1986,0
Q14SzuS5lc,The Christian Life Game,9999999,1986,0
u794bmxfDh,Save The World,9999999,1989,0
bqCtvpNb1P,Hotu Matua,9999999,1989,0
jRbO9H7DiE,Spelljammer: AD&D Adventures in Space,9999999,1989,0
2LbKI13gXc,Caught-Cha!,9999999,1989,0
FmAAqi5Uz2,Electronic Talking Battleship,9999999,1989,1
z1oL8z5CpH,Dolphin Game,9999999,1989,0
n3R69D13rM,Europe Aflame,9999999,1989,2
5rqwi1AdPL,Ready! Set! Spaghetti!,9999999,1989,1
cWPcJKRlZK,1853,9999999,1989,3
fKl5srW1Ue,Explore India,9999999,1989,0
9IA8pESdPG,Tri-Umph,9999999,1989,0
YBBcJCYEHz,Hungry Troll and the Gobbos,9999999,1989,0
nkRD8KTiCY,Scilly Gold,9999999,1989,0
Wnwx5ddPX3,Stak Attack,9999999,1989,0
GFUUsCxLyW,Slots'n Dots,9999999,1989,0
Zlbb7JwpFN,The Qu Game,9999999,1989,0
BOCFxVEaFj,Therapie: Jetzt oder nie,9999999,1989,0
gcbNARfTrG,Traber Derby Spiel,9999999,1989,0
ZesTaCsdgs,Madcap Monkey Business,9999999,1989,0
NCCyrELblw,Rubik's Illusion,9999999,1989,2
PuPQoElxVZ,ChicagoOpoly,9999999,1989,0
qv1KgDBV2u,An Evening of Murder: Rodeo Roundup,9999999,1989,0
7GA6cUuI1J,Statis Pro Baseball Great Teams,9999999,1989,0
4YpD59IBMh,Was is es?,9999999,1989,0
nrlhnWQkAZ,Star Wars: Starfighter Battle Books,9999999,1989,0
sgPkdrd8r2,Tricky,9999999,1989,2
dkIPvIBTyh,Advanced Dungeons & Dragons Battlesystem (second edition),9999999,1989,0
KaSKei7bcC,Supremacy: Fortuna,9999999,1989,0
GuEqNDCMN3,Gauntlet,9999999,1989,0
4lzJ7KNPBx,Stampin',9999999,1989,1
byhLqPCorb,Pisaturm,9999999,1989,0
mtcKqY0x5j,Excuses,9999999,1989,0
dakO9WipTo,Word Maze,9999999,1989,0
np8Esr4J7p,Navigation,9999999,1989,0
pylZyhPU1e,The Far Seas,9999999,1989,0
HB6KBCQ4MF,Rubout,9999999,1989,0
s8UtNBlUsy,Commotion,9999999,1989,0
S7KV764E6I,Shoot & Spell,9999999,1989,0
3kDhYPmdtG,Käseschieben,9999999,1989,0
n7pbMeaj56,Empire in Flames,9999999,1989,0
1PbbSV45Hh,Conflix!,9999999,1989,0
g3awBBVaea,Cthulhu Classics,9999999,1989,1
2PFCE1ISPa,Dino-Checkers,9999999,1989,0
6CFCzYIiBM,Bunte Kuh,9999999,1989,0
Jku8KUDPrf,I.Q. Games: Dinosaurs and Prehistoric Life,9999999,1989,0
HtzrUeWN40,Pizza Wars,9999999,1988,0
KI48DcVdXC,Adverteasing,9999999,1988,0
dgW6aG0QgN,The Tigers Are Burning,9999999,1988,0
KhBXVrlQ1W,Luftschlösser,9999999,1988,0
4ulp5Dv6RH,Vendetta,9999999,1988,0
oAKfbTLTtL,Line Out,9999999,1988,0
tEL8oDVlFf,Boggle Jr.,9999999,1988,0
FeW7XEU64Y,Supremacy: The Middle Powers,9999999,1988,0
lbXc8Dny4k,Orcwars,9999999,1988,0
V05WBfJ1jK,Ramses,9999999,1988,0
Qve5HtXhCp,Magic Dance,9999999,1988,3
SklDnrzRam,Manchu,9999999,1988,0
KyylHNITSw,Lieber bairisch sterben,9999999,1988,0
GcLHT6i0dq,Forum Romanum,9999999,1988,1
VEsdmUyr1y,Elefantenparade,9999999,1988,1
ZncAJan7SZ,Career Poker,9999999,1988,0
M5MzWIKPP0,Cut and Run,9999999,1988,0
ZBW2mF1enA,Not Necessarily Rum,9999999,1988,0
6IFwtXQfYH,Phantom Ball,9999999,1988,0
sqV99Oyx4a,Dungeon Master's Design Kit,9999999,1988,1
WEyIczNtfw,Beyond the Supernatural (First Edition),9999999,1988,0
vqgrEsvFOt,Ghosts N' Goblins,9999999,1989,0
fVjkJhdwQv,Monster Maker 5: Sofia's Holy Knights,9999999,1989,0
F2BgCmefnq,Tsushima,9999999,1989,0
VErYhhvJoV,Monster Maker 3: Nihon Youkai,9999999,1989,0
9cPPslFRU6,Spin for Sin,9999999,1989,0
0F3BHrmffh,Summa Summarum!,9999999,1989,0
z3eOJVAy4w,Girl Talk Date Line,9999999,1989,0
BIbrEHDvsO,Funway Park,9999999,1989,0
AGkijwnFEx,Gänget bygger koja,9999999,1989,1
BluW7LMSsv,Partýspilið,9999999,1989,0
e4no6WtX5x,Ea$y Money,9999999,1988,2
oQbihUR9m3,The Zodiac Game,9999999,1988,0
62aBeO66RX,Lords of Darkness (AD&D),9999999,1988,0
rPfJXEEpIF,Grand Army of the Republic,9999999,1988,0
MewNhOS61S,Boat Wars,9999999,1988,0
KrcVzEwQ7l,Fridericus Rex,9999999,1988,0
Odb3djkMop,Exin Gol,9999999,1988,0
JH2arqFyKV,Uncle Albert's Auto Stop & Gunnery Shop 2038 Catalog,9999999,1988,0
c7oIrUgr8w,Worldwide Pen Pals,9999999,1989,0
ucFTU68HM6,Trivial Pursuit Mini Pack: Flicks,9999999,1989,0
hp9Rq9Hzex,"Win, Lose or Draw Refill Pack 1",9999999,1989,0
T5DYtXmDOH,The New Dungeon: Miniatures and Game Supplement,9999999,1989,0
kLDpCJIxQ9,The Princess Bride,9999999,1988,0
5ZYjHujXnC,Keeping Up With the Jones',9999999,1988,0
UsDZDILuOf,L.A. Law,9999999,1988,0
aC0ixWM4Bs,Rattle Me Bones,9999999,1989,0
rxPwRRcnD7,Crosse,9999999,1988,0
XcmLqniFCL,The Chronicles of Narnia,9999999,1988,0
e50hbhGDL3,Shepherd,9999999,1988,0
0ARdvnYMBo,Neu,9999999,1988,0
sfvYdqDg4i,Wordcard,9999999,1988,0
xobYKIgp5Y,Cops 'n' Robbers,9999999,1988,0
lAlUduww42,Toro,9999999,1988,0
rDSJNjKRaP,Delta Force,9999999,1988,0
vBNtCPbELT,Choices,9999999,1988,0
X4PgHzTQMY,Card Lotto,9999999,1988,0
G4BZICx2vL,Antiques Roadshow,9999999,1988,0
dHs99mwkp2,Guts the Game,9999999,1988,0
IyOfP0pJ4f,Space Goblins,9999999,1988,0
YiIHxJF37l,Sekigahara fierce fight,9999999,1988,0
UnjZIH0tnT,World Bank,9999999,1988,0
NoXwrHISKu,Das Bibel-Quiz,9999999,1988,0
Z7qyVS6ZlF,Charade,9999999,1988,0
HMRzR1cZBe,Wicketz,9999999,1989,1
JkGBG8FgDS,Lone Wolf and Cub Game,9999999,1989,1
NBuy58P7sv,The Complete Thief's Handbook,9999999,1989,0
NJv9NMm1St,The Chicken Game,9999999,1988,0
k8mqiuqLlu,Nobel,9999999,1988,0
esqOceIZEM,Trans-Port,9999999,1988,0
wCvXKWITFd,Time Travelers,9999999,1988,0
2itpyFyOSN,Rimini,9999999,1988,0
6zPKyAW1Mo,Agentenjagd,9999999,1988,0
tr9CdoJJwo,Novi,9999999,1988,0
owrom4r2xq,The Rise and Fall of the Galactic Empire,9999999,1988,0
TBkEbRzqn9,Leonardo,9999999,1988,0
R5hU7QM9YF,War PIGs,9999999,1988,0
9SAxd7MPcQ,Icebreaker,9999999,1988,0
jxERNrBj6d,Lords of the Sierra Madre (first edition),9999999,1988,0
sfuREWNwT1,Stop Press,9999999,1988,0
tihxDQ9NEX,In their Quiet fields,9999999,1988,0
jJoaKsvwB9,Ferien-Spiel,9999999,1988,0
iAIKvDMQfy,ID: The Identity Game,9999999,1988,0
J6r0fMia7b,Scratchees: Battle Fleet,9999999,1989,0
1rIuXt7Y9m,Around The Table,9999999,1988,0
RgI7QO9w0C,PARticipation,9999999,1988,0
mYORitrHCy,Word Maze,9999999,1989,0
kNAnWul2rK,Navigation,9999999,1989,0
vA4wqd4lSN,Trolls in the Pantry,9999999,1989,0
g8JbjzEZ7U,Alfred Hitchcock: The Unexplained,9999999,1989,0
McpyjUUcVo,James Bond 007 Le Jeu,9999999,1989,0
82863XrOT5,Crazy Yatzy,9999999,1989,0
PcTDgOUOdG,Car Wars Compendium,9999999,1989,3
nQ9UstdcME,The Headlines Game,9999999,1989,3
iD25tuxTDZ,Crash Canyon,9999999,1989,0
ZgUzIK2F9n,Gammarauders: Revenge of the Factoids,9999999,1989,1
4UEQuYS12T,Dungeon Master's Guide (AD&D 2e),9999999,1989,0
qVZxmFYWlo,Great Lakes Cargo,9999999,1989,0
HmuKT8PA30,Airplay,9999999,1989,0
eud2zVgGVP,Tall Tales of the Wee Folk,9999999,1989,0
IsecoQLTnE,Oi! Dat's My Leg!,9999999,1989,1
klQVlW45xz,Luck or Logic,9999999,1989,0
o5UXLxUN7o,Trivial Pursuit Mini Pack: Wild Card,9999999,1989,0
WmqPzAXCd0,This Hallowed Ground,9999999,1989,0
j7XXRasmIT,An Evening of Murder: Last Kiss,9999999,1989,0
dtJrO9BE9j,Das Revolutionsspiel von 1791,9999999,1989,0
8ri8kajcNR,Squelch!,9999999,1989,0
bDH2kKzkoZ,Gold,9999999,1988,0
c1qIA2ZUDF,Challenge Foot,9999999,1988,0
YDwqJJGS9i,Chip In,9999999,1988,0
2wrGttLZGN,Survival,9999999,1988,0
8dCl2yJUlW,Renegade Legion: Leviathan,9999999,1989,1
wOQUXhWoA1,Dark Horse Classic,9999999,1989,0
MTjBMgfRqa,Trivial Pursuit: The Vintage Years,9999999,1989,0
3WVAW4Dcoj,5th Fleet,9999999,1989,1
BHFck2C2R9,The Stock Exchange,9999999,1988,0
Q0y9HXnm3I,Excalibur,9999999,1989,0
uHAARiS4yF,Snapshot,9999999,1989,1
96wL4AjGCy,Pocket Ungame: Kids,9999999,1989,1
az2GpAm1Yi,Wild Pirates,9999999,1989,0
jI3EjY7twz,Outburst Junior,9999999,1989,0
EDnnkQwv9x,Space Marine,9999999,1989,2
SSFhvWKlOf,Trivial Pursuit: The Vintage Years Edition (1920's – 1950's) – Card Set,9999999,1989,0
FzkkZUUkGe,Hotel Life,9999999,1989,0
ClaGSQpP0M,Pompeii: The Last Days,9999999,1989,0
6b8jQKDyC1,Murphy,9999999,1989,0
GFG8XozzDb,Pontiac's Rebellion,9999999,1989,0
U82tXjSBnZ,Junnutonni,9999999,1992,0
AhQ52WqqU2,Ambassadeur: Een reis om de wereld in 80 rechten,9999999,1989,0
YCKIdhhtr0,Irensei,9999999,1987,0
eY0YNG0tQ3,Sport Tietopeli,9999999,1987,0
JCxSDOnUZP,Provocation,9999999,1987,0
T2XEPJvmEB,Don't Panic!,9999999,1987,1
C6olypiObW,Polyglot,9999999,1987,0
bl9eHr90th,Maison Ikkoku: Love's Roulette (Koi no Roulette),9999999,1987,0
GzYDBFiQ4y,Infanteria,9999999,1987,0
n08om0QlUR,Give Peace A Chance,9999999,1987,0
rhIACU6yBQ,Quarter Pole,9999999,1987,0
LZIPtYpCpc,Schatzsuche,9999999,1987,0
RN05O322xd,Life of the Party: Who Stole the Stars?,9999999,1987,0
uLlkxj2vP4,Quest for the Ideal Mate,9999999,1987,0
0GMT7n8JX6,"Fallen Eagle: The Battle of Khe Sanh, Vietnam, 1968",9999999,1987,0
UH16FBwk4U,Viisasten Kokous,9999999,1987,0
AV08Dt7wzd,Planetenspiel,9999999,1987,0
jjfB7aSIxy,Chicken Pickin',9999999,1987,0
B5inpNPuXm,Auf Kurs,9999999,1987,3
h8qELQ618D,Das Taschengeld Spiel,9999999,1987,0
sSiXooKcyP,Limits: Captain John's Sportfishing Tournament Game,9999999,1987,0
kdA7zNk2bX,Maindealer,9999999,1987,0
s3h6HQXNCr,Distrito 21,9999999,1987,0
nwCU44CoKH,Rock Trivia,9999999,1987,0
KWtRMFSmiu,No Dice,9999999,1987,0
og3urmNV6p,Life of the Party: Rockin' Late at the Prom of '58,9999999,1987,0
C57Jq4QfeM,Scouting Trails,9999999,1987,0
JBj3HLZ5Ma,Egomania,9999999,1987,0
HoVzoo0e5a,Dragonstar Rising,9999999,1987,0
2sVQMl9dVa,Quest for the Dragon,9999999,1987,0
3v3cJjPzXf,Life of the Party: Passion Cabana in Havana,9999999,1987,0
hPIo3RjHpg,Battle of the Halji,9999999,1987,0
hVgvwEGGXY,VCR College Bowl Game,9999999,1987,0
0nNo3c9y4k,Wall Street Junior,9999999,1987,0
3GDcbGwnA7,Metropoli Eurooppa,9999999,1987,0
2v61JuQXl6,Crosswords,9999999,1987,0
6iwgDS8qmq,Paris Zoom,9999999,1987,0
bIvN0AT92q,Minnesotaopoly,9999999,1987,0
CR50nzj2TE,"Auf, auf zum Stachel-Lauf",9999999,1987,0
RgHLqnHeyL,Jig Jag,9999999,1987,0
rU7ICP74xe,TRINKA,9999999,1987,0
7d3ogL269T,Bingo Bandit,9999999,1987,0
iIkDerqGrF,Drumlin,9999999,1987,0
kwOOyd4cZn,Die unendliche Geschichte,9999999,1987,0
Fiw44uojO3,Soap Opera Challenge:  General Hospital,9999999,1987,0
CM0dDZyN1B,Berlin-Bummel,9999999,1987,0
s4mdH9lupV,Korea: The Mobile War,9999999,1987,0
hWkJag8ESa,Gretrix,9999999,1987,0
pnAzfKr26T,Slim Chance,9999999,1987,0
HhsUy7fjtT,Hop Little Frog,9999999,1987,0
BGaP112lFQ,Divorce Cope,9999999,1987,0
BeLFh7skDQ,Patton Goes to War,9999999,1987,0
h0mZcaXuOK,The Driving Spirit Safety Game,9999999,1987,0
AvYtEew3SP,Goblin Wood,9999999,1987,0
MeRqI0ZAwm,1812: Les Arapiles,9999999,1987,0
dY5HKqPdY5,Lemma,9999999,1987,0
T4cGsQDFzk,Diadem,9999999,1987,0
tDvsUiKC3V,Well You Bowled!,9999999,1987,0
oK0SSbck7D,Gemüsereis,9999999,1987,0
Re6qxrgtDZ,Die verflixte Reisekasse,9999999,1987,0
m1UxBDE4AZ,Kennst Du Österreich?,9999999,1987,0
7PXMPhQ5tQ,Ex-Presso,9999999,1987,0
TVUfvv5DPL,Old Macdonald: The Farmyard Round-up Game,9999999,1987,0
3M5OnNksLa,Objectif Berlin,9999999,1987,0
dAyDliQEog,Conny,9999999,1987,0
ksOeyyfqVd,Chic Chicago,9999999,1987,0
NCzdzsqFnQ,AxxA,9999999,1987,0
1JeWquf4QS,Snap Dragon,9999999,1987,1
iJEAx2Fjqc,I Bet I Know,9999999,1987,0
ybvkbHxMqn,All-in-the-Cards Football,9999999,1987,0
pPsWXJokvp,Game of Solomon,9999999,1987,0
4xwNrY1pKQ,Double Trouble,9999999,1987,0
RRpGqO1j3t,Walhall,9999999,1987,0
2xWIUnblrM,Egomania,9999999,1987,0
X3xHP5q2Rh,Delta,9999999,1987,0
OXoHa7EONS,La Grande Armee,9999999,1987,0
ACPhMm2dvj,Campaigns of Marlborough,9999999,1987,0
9L9ucGEobg,PSL Guide to Wargaming,9999999,1987,0
SndAb3QjVE,La carga de la Brigada Ligera: Batalla de Balaclava,9999999,1987,0
a0TS1DfY1Q,Tac-Tic-Turn,9999999,1987,0
mWGnqCNmq9,Insomnio,9999999,1987,0
MBiJnFmSqi,The VCR Hockey Game,9999999,1987,0
Cqt48JeZnj,Fischerspiel,9999999,1987,0
969rwFhl6a,Fore: The Golf Game,9999999,1987,0
L9wmPRIHnZ,Bob's Full House,9999999,1987,0
1tT0lWFNNz,It's Only Money The Game,9999999,1987,0
KWGhkrgIeG,Scouting Trails,9999999,1987,0
79ElDOdyyT,Ian Botham's Sporting Challenge,9999999,1987,0
6VDulLaFky,Who's Had Who?,9999999,1987,0
a80iErcftu,La Guerra del Golfo Pérsico,9999999,1987,0
J5iRkYaXrq,Spurs,9999999,1987,0
qEaEFleDjE,Great War,9999999,1987,0
9AEaOG9fDG,Loco-Motion Memory,9999999,1987,0
zs584DTE7H,Nine Lives,9999999,1987,0
KDoyrnnvrw,Football Dice,9999999,1987,0
1Ug8JEA12q,Round-A-Bout,9999999,1987,0
XbdCExAu1I,Tennis-Liga,9999999,1987,0
qtfqAt2vjM,Dame 2000,9999999,1987,0
oYWFylDEj5,Het Aandelenspel,9999999,1987,0
loGjd1H2z0,First to Five,9999999,1987,0
lvBwsZNByj,Form Line of Battle,9999999,1987,0
lY3IBdJ6bt,Täter unter uns: Die Früchte des Herrn Zorn,9999999,1987,0
6JuFgWfnJJ,Megacorp,9999999,1987,0
dMEmBccGPV,Archers,9999999,1987,0
hrlwBVsASP,American Dream Game,9999999,1987,0
vJJXxdw70o,Yipsy,9999999,1987,0
HPSXh7UjF6,Brandub,9999999,1987,0
Ezp6RFjCAJ,Chronicles of the Three Kingdoms,9999999,1987,0
Yu8lx6r8Tn,FAR 90,9999999,1987,0
p0GaPMRqc6,Vultures,9999999,1987,0
D7KkwIxCWk,Turenne: Campagne d'Alsace de 1674,9999999,1987,0
Hnai4x4Yds,Auction,9999999,1987,0
Oem2bWiJVE,High Noon,9999999,1987,0
fcPDR7SwfK,The VCR Basketball Game,9999999,1987,0
vVXe6D8ffn,Mobile Suit Gundam ZZ: Dakar,9999999,1987,0
NyfcPPdGrB,Club 3,9999999,1987,0
Gbw9Lh3S0N,Happy Day,9999999,1987,0
FcYDNXKE1g,Nickelodeon Double Dare,9999999,1987,0
8WfamA4iFF,Dinobones,9999999,1987,0
u2RupPVbr7,The Word,9999999,1987,0
BfE5PcgRjn,Schäferspiel,9999999,1987,0
24aIRMPLLA,Go For Gold,9999999,1987,0
Q83wSlk8ER,The Enterprise Game,9999999,1987,0
JRFxTMjasY,Lost in Space,9999999,1987,0
vTIVHvPi36,Mr. Gameshow,9999999,1987,0
JrHSDdRxSW,Denkste,9999999,1987,0
CnxbdEPDAT,CHECK 2 3 4!,9999999,1987,0
ecSbnV4aty,Mafioso,9999999,1987,0
H1LtDOOsqD,IQuest,9999999,1987,0
ln1GPEradC,Motto,9999999,1987,0
zWfCpL9mRg,Rock Tour,9999999,1987,0
qQPzkFuRKB,Metal Armor: The Game of Space Dogfight in Dragonar,9999999,1987,0
Pn2PTmZxqD,Destinationz,9999999,1987,0
QCYwFkqey8,Trectain & Jökel,9999999,1987,0
F3NLHKHf4h,Duel Master 4: Arena of Death,9999999,1987,0
4fMDvtLLT6,Good Heavens!,9999999,1987,0
fWD8uV7hWl,Thalassa,9999999,1987,0
XP18AEKD3Z,Neander Zoff,9999999,1987,0
4rK0uA2jUG,Foresight,9999999,1987,0
u3MGGRetLS,Genius Rules,9999999,1987,0
C7MyU1SbGN,The Game of Wisdom,9999999,1987,0
E1VWG1016n,Malvinas,9999999,1987,0
yjIpVErZOS,"La Bataille des Éperons d'Or, Courtrai 1302",9999999,1987,0
98Me1SBxz1,Airpoly,9999999,1987,0
NcTJtyoY4B,Drive on Frankfurt,9999999,1987,0
95cFnvHsoV,Life of the Party: Mystery of the Mislaid Egg,9999999,1987,0
8WZANDraRt,Four Seasons,9999999,1987,0
Bk0TSH10p2,The Alf Game,9999999,1987,0
dP6xFGwBQh,Go-Rilla,9999999,1987,0
tamTc0WLIG,D-Weapon: The Game of Space Combat in Dragonar,9999999,1987,0
k5t8BYqysC,Pocket Pictures,9999999,1987,0
RrSK7sv0rB,Ascent,9999999,1987,0
psyogZ2dFG,Math Magic,9999999,1987,0
lLhlUGnTlM,HMO: The Game,9999999,1987,0
kYQJ1ml462,Alien Galaxy,9999999,1987,0
XJRJEnenot,Spec,9999999,1987,0
sa3y3LSkQF,Connexxions,9999999,1987,0
8YvszbHq0W,Connoisseur,9999999,1987,0
ZtYCgsPt6o,Legend of Camelot,9999999,1987,0
5OGXmk7HNB,"Willy Weidle's 1,2,3",9999999,1987,0
BECs0FBJ5x,Hog Trivia,9999999,1987,0
IqEM1nKrxm,Get The Picture,9999999,1987,0
B14LNJdRFt,Rugby Carte,9999999,1987,0
vXYfRriSkL,Kanto Seiatsu,9999999,1987,0
xs3Y0L3GDs,Home Run Baseball Challenge,9999999,1987,0
jGiJaHJWCE,Dr. Wack-O,9999999,1987,0
Z5YUMQLH2u,Altar,9999999,1987,0
3xs487BKkA,Barnen i Bullerbyn,9999999,1987,0
bsu19zTytR,Mobile Suit Gundam: Gundam history,9999999,1987,0
wJJaBuOha1,National Gallery Artist's Card Game,9999999,1987,0
JZVixXZltl,Snookered,9999999,1987,0
G5cMQjP689,Thelwell's Penelope and Kipper Race Game,9999999,1987,0
Ol40jUiUHw,Sparkles,9999999,1987,0
xQP1BVRW2v,Man the Lifeboat,9999999,1987,0
A23j2Wi3cF,Landsknecht,9999999,1987,0
tDPyPq2Dvl,Star Cruiser,9999999,1987,0
OVDiYT2Icw,Team Yankee,9999999,1987,1
WjRPGtKNy2,Picture This,9999999,1987,0
YPjrLoLigP,Big Bucks Baseball,9999999,1987,0
Vh9YzMOfnw,Funny Face,9999999,1987,0
sPbE80Ww3L,Fighter Bomber,9999999,1987,0
IcyGGnE5rp,Word for Word,9999999,1987,0
AWevK7QIYi,Megalomania,9999999,1987,0
KwsH1rQM9Y,In der Falle,9999999,1987,0
JoxIPxsTaw,Sun of Austerlitz,9999999,1987,0
mWEhARZtEF,Spion & Spion,9999999,1987,0
g4JJWUcarK,19th Green,9999999,1987,0
Ms9GT86B1i,The Word 2,9999999,1987,0
UYCEMcf1l4,Ripost,9999999,1987,0
61afFKfGJc,Where On Earth,9999999,1987,0
zkNpbT8UGg,Mind Your Manners,9999999,1987,0
GC2FOoUGIq,Ham-N-Ex,9999999,1987,0
DZ6O7KK5lO,WYT,9999999,1987,0
1YccUNIvDx,Feed Me!,9999999,1987,0
wHbDiUuaXn,Seventh Armored Division: Red Typhoon ‘95,9999999,1987,0
SHr7yD1KEF,The Transformation Game,9999999,1987,0
AsUlnm6OkR,Box-Office,9999999,1987,0
OqrOC2ewIR,Bee-Line,9999999,1987,0
AaaVXVLUvn,München,9999999,1987,0
eCFkEoFEnc,Warp Lane,9999999,1987,0
h0BRgIhcRD,Plot!,9999999,1987,0
MMkTGhsvgX,Hits mit Witz,9999999,1987,0
enUym8Anxo,Archos,9999999,1987,0
YzgArJQSeU,Pencil Football,9999999,1987,0
AMpZVuHJS7,Mana,9999999,1987,0
Vr4OHk9TlP,Money Money Money,9999999,1987,0
yIcP6vwbHw,Hexa,9999999,1987,0
LntFEgyk5I,The Treasure Hunt Game,9999999,1987,0
xhG0uVY3Ti,Resort,9999999,1987,0
DGaoGPXXGe,Castello,9999999,1987,0
CC6n5DSvAj,Bestia,9999999,1987,0
b7Uyj6xFaK,Check 4,9999999,1987,0
JBHJtdQgh7,Golden Mile,9999999,1987,0
ArW2PcAjTi,Omnibus,9999999,1987,0
ONlUjFoX5I,Das Krokodil-Spiel,9999999,1987,1
MRk7LZEGjw,Patron-ow,9999999,1987,0
tUYjxlOCd8,Les 7 Royaumes Combattants,9999999,1987,0
Co1Qiyde4L,World Quest,9999999,1987,0
3mqrps140y,Space Voyage,9999999,1987,0
Ux2CRxyCMA,Exploration: The Seismic Game of Oil and Gas,9999999,1987,0
BxMlHqqS65,Apfelernte,9999999,1987,0
lAZHQBgPh5,Mümmelmann,9999999,1987,0
pj1DRWW1FQ,Mini Golf,9999999,1987,0
IXxFN4NJGa,First & Ten Football Card Game,9999999,1987,0
hHfKYJXIo3,Plex,9999999,1987,0
NZx2z37cnS,Nuklear,9999999,1987,0
YONwZo8rpE,Denk mal,9999999,1987,0
yXVw0gYpUU,Alle meine Entchen...,9999999,1987,0
lqot6BHdSl,Obstsalat,9999999,1987,0
pmjhZoGFxv,Barbie Meets Ken in the Game of Their Dreams!,9999999,1987,0
U3Y0CdgSoS,Loose Connections,9999999,1987,0
4jBzqqi1mB,Stresz,9999999,1987,0
B0AMAanx1S,In Other Words,9999999,1987,0
TKBFeNI97i,Mekong Vietnam,9999999,1987,0
g6Dz9CVR3m,Super Blockbusters,9999999,1987,0
BgU9W13STE,K-Haos,9999999,1987,0
UYDI0NI3aP,Die frechen Mäuse,9999999,1987,0
ywtGYqQE9s,Elvis,9999999,1987,0
2gTqgCoDev,Spellbinder,9999999,1987,0
